2001/1/1,12,晴天,12
2001/1/2,13,阴天,13
2001/1/3,14,晴天,14
2001/1/4,15,阴天,15
2001/1/5,16,晴天,16
2001/1/6,17,阴天,17
2001/1/7,18,晴天,18
2001/1/8,19,阴天,19
2001/1/9,20,晴天,20
2001/1/10,21,阴天,21
2001/1/11,22,晴天,22
2001/1/12,23,阴天,23
2001/1/13,24,晴天,24
2001/1/14,25,阴天,25
2001/1/15,26,晴天,26
2001/1/16,27,阴天,27
2001/1/17,28,晴天,28
2001/1/18,29,阴天,29
2001/1/19,30,晴天,30
2001/1/20,31,阴天,31
2001/1/21,32,晴天,32
2001/1/22,33,阴天,33
2001/1/23,34,晴天,34
2001/1/24,35,阴天,35
2001/1/25,36,晴天,36
2001/1/26,37,阴天,37
2001/1/27,38,晴天,38
2001/1/28,39,阴天,39
2001/1/29,40,晴天,40
2001/1/30,20,阴天,20
2001/1/31,21,晴天,21
2001/2/1,22,阴天,22
2001/2/2,23,晴天,23
2001/2/3,24,阴天,24
2001/2/4,25,晴天,25
2001/2/5,26,阴天,26
2001/2/6,27,晴天,27
2001/2/7,28,阴天,28
2001/2/8,29,晴天,29
2001/2/9,30,阴天,30
2001/2/10,31,晴天,31
2001/2/11,32,阴天,32
2001/2/12,33,晴天,33
2001/2/13,34,阴天,34
2001/2/14,35,阴天,35
2001/2/15,36,晴天,36
2001/2/16,37,阴天,37
2001/2/17,38,晴天,38
2001/2/18,39,阴天,39
2001/2/19,18,晴天,18
2001/2/20,19,阴天,19
2001/2/21,20,晴天,20
2001/2/22,21,阴天,21
2001/2/23,22,晴天,22
2001/2/24,23,阴天,23
2001/2/25,24,晴天,24
2001/2/26,25,阴天,25
2001/2/27,26,晴天,26
2001/2/28,27,阴天,27
2001/3/1,28,晴天,28
2001/3/2,29,阴天,29
2001/3/3,30,晴天,30
2001/3/4,31,阴天,31
2001/3/5,32,晴天,32
2001/3/6,33,阴天,33
2001/3/7,34,晴天,34
2001/3/8,35,阴天,35
2001/3/9,36,晴天,36
2001/3/10,37,阴天,37
2001/3/11,38,晴天,38
2001/3/12,39,阴天,39
2001/3/13,40,晴天,40
2001/3/14,41,阴天,41
2001/3/15,42,晴天,0
2001/3/16,43,阴天,1
2001/3/17,44,晴天,2
2001/3/18,45,阴天,3
2001/3/19,46,晴天,4
2001/3/20,47,阴天,5
2001/3/21,48,晴天,6
2001/3/22,49,阴天,7
2001/3/23,50,晴天,8
2001/3/24,51,阴天,9
2001/3/25,52,晴天,10
2001/3/26,53,阴天,11
2001/3/27,54,晴天,12
2001/3/28,55,阴天,13
2001/3/29,56,晴天,14
2001/3/30,57,阴天,15
2001/3/31,58,晴天,16
2001/4/1,25,阴天,25
2001/4/5,26,晴天,26
2001/4/9,27,阴天,27
2001/4/13,28,晴天,28
2001/4/17,29,阴天,29
2001/4/21,30,晴天,30
2001/4/25,31,阴天,31
2001/4/29,32,晴天,32
2001/5/3,33,阴天,33
2001/5/7,34,晴天,34
2001/5/11,35,阴天,35
2001/5/15,36,晴天,36
2001/5/19,37,阴天,37
2001/5/23,38,晴天,38
2001/5/27,39,阴天,39
2001/5/31,40,晴天,40
2001/6/4,41,阴天,41
2001/6/8,42,晴天,0
2001/6/12,43,阴天,1
2001/6/16,44,晴天,2
2001/6/20,45,阴天,3
2001/6/24,46,晴天,4
2001/6/28,47,阴天,5
2001/7/2,48,晴天,6
